miliYAChe.|	miliYAChe.|,NP,0,0,n,n#
askAra-dau.De	askAra-dau.De,NP,0,0,n,n#
iusuphakeo	iusuphakeo,NP,0,0,n,n#
shAsAnira	shAsAni,NC,sg,gen,n,n#shAsAni,NP,sg,gen,n,n#shAsAni,NV,gen,n,n#
ra~njitAbha	ra~njitAbha,NP,0,0,n,n#
'sAiDaoYANDAra-era	'sAiDaoYANDAra-era,NP,0,0,n,n#
mamatAke	mamatA,NC,sg,acc,n,n#mamatA,NP,sg,acc,n,n#mamatA,NV,acc,n,n#
jirAphashishura	jirAphashishura,NP,0,0,n,n#
mu.DiYeChi	mo.DAno,VM,1,prs,pft,dcl,fin,n,n,n#mo.DAno,VAUX,1,prs,pft,dcl,fin,n,n,n#
gaNatantrIkaraNao	gaNatantrIkaraNao,NP,0,0,n,n#
iYarkaTA	iYarkaTA,NP,0,0,n,n#
bAmabArgI	bAmabArgI,NP,0,0,n,n#
bhe.DAmAri	bhe.DAmAri,NP,0,0,n,n#
kralia	kralia,NP,0,0,n,n#
Artadhbani	Artadhbani,NP,0,0,n,n#
phATAle	phATAno,VAUX,2,pst,sim,dcl,fin,n,n,n#phATAno,VM,2,pst,sim,dcl,fin,n,n,n#
tadanta-bhAra	tadanta-bhAra,NP,0,0,n,n#
hor.Di¬e	hor.Di¬e,NP,0,0,n,n#
ku.DmI	ku.DmI,NP,0,0,n,n#
banabAbute	banabAbute,NP,0,0,n,n#
jilTa	jilTa,NP,0,0,n,n#
dRRiDh.chetA	dRRiDh.chetA,NP,0,0,n,n#
digambararAi	digambara,NC,pl,0,n,n#digambara,NV,0,n,n#digambara,NP,pl,0,n,n#
prakRRitiro	prakRRitiro,NP,0,0,n,n#
saubhAgyera	saubhAgyera,NP,0,0,n,n#
'AbadullA	'AbadullA,NP,0,0,n,n#
deshajananIra	deshajananIra,NP,0,0,n,n#
pApeTria	pApeTria,NP,0,0,n,n#
liYAna	liYAna,NP,0,0,n,n#
brIja	brIja,NP,0,0,n,n#
bauddha-a-saba	bauddha-a-saba,NP,0,0,n,n#
opika	opika,NP,0,0,n,n#
bhakatake	bhakata,NV,acc,n,n#bhakata,NC,sg,acc,n,n#
mAthAa-garama	mAthAa-garama,NP,0,0,n,n#
baYakaTa-sabhA	baYakaTa-sabhA,NP,0,0,n,n#
kyAloDeniYAYa	kyAloDeniYAYa,NP,0,0,n,n#
rejaoYAnA	rejaoYAnA,NP,0,0,n,n#
kardame	kardama,NP,sg,0,n,n#kardama,NC,sg,0,n,n#kardama,NV,0,n,n#
sthitAbasthAkAmI	sthitAbasthAkAmI,NP,0,0,n,n#
biYArapipAsu	biYArapipAsu,NP,0,0,n,n#
bhRRi~NgIa	bhRRi~NgIa,NP,0,0,n,n#
neshA.DirA	neshA.DirA,NP,0,0,n,n#
prakRRitipratimAa	prakRRitipratimAa,NP,0,0,n,n#
AchAreAcharaNe	AchAreAcharaNe,NP,0,0,n,n#
Tia-ke	Tia-ke,NP,0,0,n,n#
phatuYAra	phatuYA,NC,sg,gen,n,n#phatuYA,NP,sg,gen,n,n#phatuYA,NV,gen,n,n#
kapAra-pleTa	kapAra-pleTa,NP,0,0,n,n#
rAjabAhAdUrera	rAjabAhAdUrera,NP,0,0,n,n#
nRRityapadai	nRRityapadai,NP,0,0,n,n#
rAYabA.Ndha	rAYabA.Ndha,NP,0,0,n,n#
AYakaramukta	AYakaramukta,NP,0,0,n,n#
mAdakAsaktia-a-	mAdakAsaktia-a-,NP,0,0,n,n#
yYANTima	yYANTima,NP,0,0,n,n#
kRRiShibyabasthAra	kRRiShibyabasthAra,NP,0,0,n,n#
pAripArshaba	pAripArshaba,NP,0,0,n,n#
khu.De	khu.De,NP,0,0,n,n#
jaYabadana	jaYabadana,NP,0,0,n,n#
shibasundara	shibasundara,NP,0,0,n,n#
samIpeShua.a	samIpeShua.a,NP,0,0,n,n#
nabhara.n	nabhara.n,NP,0,0,n,n#
rAstea'a	rAstea'a,NP,0,0,n,n#
pArikhake	pArikhake,NP,0,0,n,n#
padmapatrera	padmapatra,NP,sg,gen,n,n#padmapatra,NC,sg,gen,n,n#padmapatra,NV,gen,n,n#
saha-matsya	saha-matsya,NP,0,0,n,n#
adhAtu	adhAtu,NP,0,0,n,n#
keYAchaitAlira	keYAchaitAlira,NP,0,0,n,n#
bomAbarShaNa	bomAbarShaNa,NP,0,0,n,n#
bAlathAjAra	bAlathAjAra,NP,0,0,n,n#
oThArao	oThArao,NP,0,0,n,n#
irAkea	irAkea,NP,0,0,n,n#
sa~NgItajIbana	sa~NgItajIbana,NP,0,0,n,n#
klAbaghareo	klAbaghareo,NP,0,0,n,n#
rAmatilaka	rAmatilaka,NP,0,0,n,n#
Do~NAjo.DA	Do~NAjo.DA,NP,0,0,n,n#
sraShTAo	sraShTA,NC,0,0,n,n#sraShTA,NP,0,0,n,n#sraShTA,NV,0,n,n#
siriYAteo	siriYAteo,NP,0,0,n,n#
dedIpyamAna	dedIpyamAna,JQ,n,n,nnm#dedIpyamAna,JJ,n,n#
yAoYAYa,a'a	yAoYAYa,a'a,NP,0,0,n,n#
muhumurhu	muhumurhu,NP,0,0,n,n#
paYejanI~Nera	paYejanI~Nera,NP,0,0,n,n#
yubatIkeo	yubatI,NC,sg,acc,n,n#yubatI,NV,acc,n,n#yubatI,NP,sg,acc,n,n#
shuktira	shukti,NC,sg,gen,n,n#shukti,NV,gen,n,n#shukti,NP,sg,gen,n,n#
eDishana	eDishana,NP,0,0,n,n#
asTioporosisa	asTioporosisa,NP,0,0,n,n#
arddhA~NginI	arddhA~NginI,NP,0,0,n,n#
Di~NgAkholA	Di~NgAkholA,NP,0,0,n,n#
kAmarAbharA	kAmarAbharA,NP,0,0,n,n#
ChilAmao	ChilAmao,NP,0,0,n,n#
baCharabhara	baCharabhara,NP,0,0,n,n#
Abedanapatro	Abedanapatro,NP,0,0,n,n#
lArAdera	lArAdera,NP,0,0,n,n#
bhAbakalpanA	bhAbakalpanA,NP,0,0,n,n#
AkostArA	AkostArA,NP,0,0,n,n#
Dipe	Dipe,NP,0,0,n,n#
mAnuShagulo	mAnuSha,NC,pl,0,y,n#mAnuSha,NV,0,y,n#
bhulinagarera	bhulinagarera,NP,0,0,n,n#
bAunsake	bAunsake,NP,0,0,n,n#
mRRitpAtrera	mRRitpAtrera,NP,0,0,n,n#
belaghariYAa	belaghariYAa,NP,0,0,n,n#
aj.natAi	aj.natA,NC,0,0,n,n#aj.natA,NP,0,0,n,n#aj.natA,NV,0,n,n#
raYyAle	raYyAle,NP,0,0,n,n#
si.n.nha	si.n.nha,NP,0,0,n,n#
ji~NkAma	ji~NkAma,NP,0,0,n,n#
parShada-sUtre	parShada-sUtre,NP,0,0,n,n#
barishAlera	barishAlera,NP,0,0,n,n#
shArodotsabera	shArodotsabera,NP,0,0,n,n#
ga.DiYAChena	ga.DiYAChena,NP,0,0,n,n#
pa.Dabia	pa.Dabia,NP,0,0,n,n#
kanyAdAYa!a'a	kanyAdAYa!a'a,NP,0,0,n,n#
dharmaparibartanera	dharmaparibartanera,NP,0,0,n,n#
haihaia-era	haihaia-era,NP,0,0,n,n#
hidAYetullAke	hidAYetullAke,NP,0,0,n,n#
jIbaguloke	jIba,NC,pl,acc,y,n#jIba,NV,acc,y,n#
bAgmI	bAgmI,JJ,n,n#bAgmI,NV,0,n,n#bAgmI,NP,sg,0,n,n#bAgmI,NC,sg,0,n,n#bAgmI,JQ,n,n,nnm#
Disembara)a	Disembara)a,NP,0,0,n,n#
komala'a-era	komala'a-era,NP,0,0,n,n#
gRRihea-ApyAYana-prAchIna	gRRihea-ApyAYana-prAchIna,NP,0,0,n,n#
saraNia-a-sarbatra	saraNia-a-sarbatra,NP,0,0,n,n#
onama'a-era	onama'a-era,NP,0,0,n,n#
TraTiTAo	TraTiTAo,NP,0,0,n,n#
'sa.nsadIYa	'sa.nsadIYa,NP,0,0,n,n#
madanapurera	madanapurera,NP,0,0,n,n#
nebhelira	nebhelira,NP,0,0,n,n#
somAliYAYa	somAliYAYa,NP,0,0,n,n#
bhAjAbhujia	bhAjAbhujia,NP,0,0,n,n#
upanibeshitera	upanibeshitera,NP,0,0,n,n#
eYosTyATika	eYosTyATika,NP,0,0,n,n#
bhuiYAke	bhuiYAke,NP,0,0,n,n#
korsaTira	korsaTira,NP,0,0,n,n#
baseChea-a-	baseChea-a-,NP,0,0,n,n#
bichChuke	bichChu,NC,sg,acc,n,n#bichChu,NP,sg,acc,n,n#bichChu,NV,acc,n,n#
chAndAmAritei	chAndAmAritei,NP,0,0,n,n#
shrIbRRiddhia	shrIbRRiddhia,NP,0,0,n,n#
ma~nchanATakera	ma~nchanATakera,NP,0,0,n,n#
siTU	siTU,NP,0,0,n,n#
kAsundi	kAsundi,NP,sg,0,n,n#kAsundi,NC,sg,0,n,n#kAsundi,NV,0,n,n#
daphatarabhittika	daphatarabhittika,NP,0,0,n,n#
saµgopane	saµgopane,NP,0,0,n,n#
shilpa-upanagarIgulote	shilpa-upanagarIgulote,NP,0,0,n,n#
jAguliYAra	jAguliYAra,NP,0,0,n,n#
mukaTA	mukaTA,NP,0,0,n,n#
tAlagrAme	tAlagrAme,NP,0,0,n,n#
satyabAkya	satyabAkya,NP,0,0,n,n#
kAbaNe	kAbaNe,NP,0,0,n,n#
riksATi	riksATi,NP,0,0,n,n#
subAndiYA	subAndiYA,NP,0,0,n,n#
mAsakaTa	mAsakaTa,NP,0,0,n,n#
shAsana-byabasthA	shAsana-byabasthA,NP,0,0,n,n#
kaushikadAra	kaushikadAra,NP,0,0,n,n#
'?AbasTrAkashana	'?AbasTrAkashana,NP,0,0,n,n#
sudarshanAa'ra	sudarshanAa'ra,NP,0,0,n,n#
hAsikhushia	hAsikhushia,NP,0,0,n,n#
pUrba-pashchima	pUrba-pashchima,NP,0,0,n,n#
yakShAa	yakShAa,NP,0,0,n,n#
e~njelisera	e~njelisera,NP,0,0,n,n#
sharaNadIpa.'	sharaNadIpa.',NP,0,0,n,n#
surajitkUmAra	surajitkUmAra,NP,0,0,n,n#
entAja	entAja,NP,0,0,n,n#
nAbiskora	nAbiskora,NP,0,0,n,n#
ArmeniYa	ArmeniYa,NP,0,0,n,n#
mahAbhojera	mahAbhojera,NP,0,0,n,n#
bahirbishba	bahirbishba,NP,0,0,n,n#
meghAmakadumke	meghAmakadumke,NP,0,0,n,n#
badanea	badanea,NP,0,0,n,n#
ekali~Nga	ekali~Nga,NP,0,0,n,n#
AChA.Dao	AChA.Da,NC,0,0,n,n#AChA.Da,NV,0,n,n#AChA.Da,NP,0,0,n,n#
rAnira	rAnira,NP,0,0,n,n#
ANDAra-Daga	ANDAra-Daga,NP,0,0,n,n#
uluDA~NAra	uluDA~NAra,NP,0,0,n,n#
gAmbhIrya-samAhAre	gAmbhIrya-samAhAre,NP,0,0,n,n#
smArakalipia	smArakalipia,NP,0,0,n,n#
sarbasAdhAraNake	sarbasAdhAraNa,NC,sg,acc,n,n#sarbasAdhAraNa,NV,acc,n,n#
lokadigera	lokadigera,NP,0,0,n,n#
Ashramagurura	Ashramagurura,NP,0,0,n,n#
yea-dikera	yea-dikera,NP,0,0,n,n#
mArkasabAdera	mArkasabAdera,NP,0,0,n,n#
thANDArera	thANDArera,NP,0,0,n,n#
TiAike	TiAike,NP,0,0,n,n#
puukUra	puukUra,NP,0,0,n,n#
darakhAstakArIra	darakhAstakArI,NC,sg,gen,n,n#darakhAstakArI,NP,sg,gen,n,n#darakhAstakArI,NV,gen,n,n#
raNakaushalerai	raNakaushalerai,NP,0,0,n,n#
jIbANusa.nkramaNa	jIbANusa.nkramaNa,NP,0,0,n,n#
asukha.a.a.	asukha.a.a.,NP,0,0,n,n#
krikeTa-bishbe	krikeTa-bishbe,NP,0,0,n,n#
lAla-nIla-haludera	lAla-nIla-haludera,NP,0,0,n,n#
chyApamyAna)a	chyApamyAna)a,NP,0,0,n,n#
rakShaNai	rakShaNai,NP,0,0,n,n#
gAjiYAbAda	gAjiYAbAda,NP,0,0,n,n#
karmamUlaka	karmamUlaka,NP,0,0,n,n#
yea	yea,NP,0,0,n,n#
chaTTagrAmake	chaTTagrAmake,NP,0,0,n,n#
khaNDahara'a-e	khaNDahara'a-e,NP,0,0,n,n#
sRRiShTitea?a'a	sRRiShTitea?a'a,NP,0,0,n,n#
bidharmIa-damanArthe	bidharmIa-damanArthe,NP,0,0,n,n#
AishA	AishA,NP,0,0,n,n#
nepAlabAsIdera	nepAlabAsIdera,NP,0,0,n,n#
hephkophski	hephkophski,NP,0,0,n,n#
sUtrapAti	sUtrapAti,NP,0,0,n,n#
karma-sa.nskRRitio	karma-sa.nskRRitio,NP,0,0,n,n#
yAita,a-a-	yAita,a-a-,NP,0,0,n,n#
manIShAgni	manIShAgni,NP,0,0,n,n#
Aksijena	Aksijena,NP,0,0,n,n#
bA.DaChe.'TonaDa	bA.DaChe.'TonaDa,NP,0,0,n,n#
A.NATuni	A.NATuni,NP,0,0,n,n#
grAmadebIrA	grAmadebIrA,NP,0,0,n,n#
niuklIYa	niuklIYa,NP,0,0,n,n#
briTishadera.'	briTishadera.',NP,0,0,n,n#
mAlikapA.DA	mAlikapA.DA,NP,0,0,n,n#
chakoleTamukhera	chakoleTamukhera,NP,0,0,n,n#
dekheChe	dekhA,VAUX,3,prs,pft,dcl,fin,n,n,n#dekhA,VM,3,prs,pft,dcl,fin,n,n,n#
byAYita	byAYita,NP,0,0,n,n#
kANDaj~nAnahInatArai	kANDaj~nAnahInatArai,NP,0,0,n,n#
draShTabya	draShTabya,JQ,n,n,nnm#draShTabya,JJ,n,n#
bidyuta-sa.nyoga-a-	bidyuta-sa.nyoga-a-,NP,0,0,n,n#
arundhatIbashiShThera	arundhatIbashiShThera,NP,0,0,n,n#
pAralAmeNTa	pAralAmeNTa,NP,0,0,n,n#
dharmanirbhara	dharmanirbhara,NP,0,0,n,n#
kUNAlabAbudera	kUNAlabAbudera,NP,0,0,n,n#
guNDA	guNDA,NV,0,n,n#guNDA,NP,sg,0,n,n#guNDA,NC,sg,0,n,n#
bhAratanepAla	bhAratanepAla,NP,0,0,n,n#
puNyabrata	puNyabrata,NP,0,0,n,n#
bishbasRRiShTi	bishbasRRiShTi,NP,0,0,n,n#
be~njina)a	be~njina)a,NP,0,0,n,n#
shinAoYAtrAra	shinAoYAtrAra,NP,0,0,n,n#
obhirekTAsa	obhirekTAsa,NP,0,0,n,n#
kalikAla	kalikAla,NC,sg,0,n,n#kalikAla,NV,0,n,n#kalikAla,NP,sg,0,n,n#
kU.NkU.De	kU.NkU.De,NP,0,0,n,n#
busha-bAjapeYI	busha-bAjapeYI,NP,0,0,n,n#
RRiNanItira	RRiNanItira,NP,0,0,n,n#
chakoleTe	chakoleTe,NP,0,0,n,n#
ichChAi	ichChA,NC,0,0,n,n#ichChA,NV,0,n,n#ichChA,NP,0,0,n,n#
sundarIdebI	sundarIdebI,NP,0,0,n,n#
iurAlera	iurAlera,NP,0,0,n,n#
rpyAkTisi.n	rpyAkTisi.n,NP,0,0,n,n#
uinaphrAa'a-ra	uinaphrAa'a-ra,NP,0,0,n,n#
'be~NkAiYA	'be~NkAiYA,NP,0,0,n,n#
oYAriporAYa	oYAriporAYa,NP,0,0,n,n#
lisaToriYAra	lisaToriYAra,NP,0,0,n,n#
bya.njaka	bya.njaka,NC,sg,0,n,n#bya.njaka,JQ,n,n,nnm#bya.njaka,NV,0,n,n#bya.njaka,NP,sg,0,n,n#bya.njaka,JJ,n,n#
kuinakoYeniYela	kuinakoYeniYela,NP,0,0,n,n#
shatA.nshaguli	shatA.nsha,NC,pl,0,y,n#shatA.nsha,NV,0,y,n#
gabhIragAmI	gabhIragAmI,NP,0,0,n,n#
sAdhanadAke	sAdhanadAke,NP,0,0,n,n#
eksasAijera	eksasAijera,NP,0,0,n,n#
Abarola	Abarola,NP,0,0,n,n#
durgAnRRitya	durgAnRRitya,NP,0,0,n,n#
paribartanabimukha	paribartanabimukha,NP,0,0,n,n#
mAlekA	mAlekA,NP,0,0,n,n#
esaTAbalishamenTa	esaTAbalishamenTa,NP,0,0,n,n#
sakAlea	sakAlea,NP,0,0,n,n#
stUpIkRRita	stUpIkRRita,JQ,n,n,nnm#stUpIkRRita,JJ,n,n#
yena	yena,AMN,n,n,n#yena,ALC,n,n,n#
chuktia-patra	chuktia-patra,NP,0,0,n,n#
aktarAla	aktarAla,NP,0,0,n,n#
ephaera	ephaera,NP,0,0,n,n#
ATaTitei	ATaTitei,NP,0,0,n,n#
TAiTAna-e	TAiTAna-e,NP,0,0,n,n#
shAkhAprashAkhAo	shAkhAprashAkhA,NC,0,0,n,n#shAkhAprashAkhA,NV,0,n,n#shAkhAprashAkhA,NP,0,0,n,n#
daiba.DAa	daiba.DAa,NP,0,0,n,n#
chArumArkeTera	chArumArkeTera,NP,0,0,n,n#
kokoa-rA	kokoa-rA,NP,0,0,n,n#
ChA.Dala	ChA.DA,VM,3,pst,sim,dcl,fin,n,n,n#ChA.DA,VAUX,3,pst,sim,dcl,fin,n,n,n#
shatabhiShAa	shatabhiShAa,NP,0,0,n,n#
bakasicha	bakasicha,NP,0,0,n,n#
mede	meda,NP,sg,0,n,n#meda,NV,0,n,n#meda,NC,sg,0,n,n#
asamerai	asamerai,NP,0,0,n,n#
sAhua-ra	sAhua-ra,NP,0,0,n,n#
Alii	Ali,NV,0,n,n#Ali,NP,0,0,n,n#Ali,NC,0,0,n,n#
ashokAa'ra	ashokAa'ra,NP,0,0,n,n#
damananItia	damananItia,NP,0,0,n,n#
sudAnera	sudAnera,NP,0,0,n,n#
sashabda	sashabda,JQ,n,n,nnm#sashabda,JJ,n,n#
samatAle	samatAle,NP,0,0,n,n#
koTTakUlame	koTTakUlame,NP,0,0,n,n#
nishinilaYe	nishinilaYe,NP,0,0,n,n#
barmayukta	barmayukta,NP,0,0,n,n#
banyAa-parabartI	banyAa-parabartI,NP,0,0,n,n#
dharShaNadRRishya	dharShaNadRRishya,NP,0,0,n,n#
druta-Disha	druta-Disha,NP,0,0,n,n#
dekhAa/ei	dekhAa/ei,NP,0,0,n,n#
subhASha-prasa~Nga	subhASha-prasa~Nga,NP,0,0,n,n#
lATako	lATako,NP,0,0,n,n#
kShatiniShkRRiti	kShatiniShkRRiti,NP,0,0,n,n#
AndolanaTi	AndolanaTi,NP,0,0,n,n#
tAphikUla	tAphikUla,NP,0,0,n,n#
dUratbabhede	dUratbabhede,NP,0,0,n,n#
shubhAYuu	shubhAYuu,NP,0,0,n,n#
kaluShatAke	kaluShatAke,NP,0,0,n,n#
kriYAbibhakti	kriYAbibhakti,NP,0,0,n,n#
judA	judA,JJ,n,n#judA,JQ,n,n,nnm#
hAia-prophAila	hAia-prophAila,NP,0,0,n,n#
prashAsanika	prashAsanika,JQ,n,n,nnm#prashAsanika,JJ,n,n#
nATyakabitA	nATyakabitA,NP,0,0,n,n#
bula	bula,NP,0,0,n,n#
piTuiTArI	piTuiTArI,NP,0,0,n,n#
shikShAhInatA	shikShAhInatA,NP,0,0,n,n#
sonAdAnAra	sonAdAnA,NP,sg,gen,n,n#sonAdAnA,NV,gen,n,n#sonAdAnA,NC,sg,gen,n,n#
khelchea-a-tAke	khelchea-a-tAke,NP,0,0,n,n#
kAka-tArIYa	kAka-tArIYa,NP,0,0,n,n#
byAhatakareni	byAhatakareni,NP,0,0,n,n#
kATAbena	kATAno,VM,3,fut,sim,dcl,fin,n,n,y#kATAno,VAUX,3,fut,sim,dcl,fin,n,n,y#
kyAsTrenera	kyAsTrenera,NP,0,0,n,n#
chAlura	chAlu,NC,sg,gen,n,n#chAlu,NV,gen,n,n#chAlu,NP,sg,gen,n,n#
esojana	esojana,NP,0,0,n,n#
anIhAa	anIhAa,NP,0,0,n,n#
rAmachandranera	rAmachandranera,NP,0,0,n,n#
biShAdo	biShAdo,NP,0,0,n,n#
DiprAibha	DiprAibha,NP,0,0,n,n#
kShUdrashilpapatirA	kShUdrashilpapatirA,NP,0,0,n,n#
paripuShTira	paripuShTi,NP,sg,gen,n,n#paripuShTi,NC,sg,gen,n,n#paripuShTi,NV,gen,n,n#
behamAi	behamAi,NP,0,0,n,n#
mumUrShuu	mumUrShuu,NP,0,0,n,n#
akSharea	akSharea,NP,0,0,n,n#
pretacharchAra	pretacharchAra,NP,0,0,n,n#
jyotia-ArAdhanAra	jyotia-ArAdhanAra,NP,0,0,n,n#
po.NChabena	po.NChabena,NP,0,0,n,n#
prAtea	prAtea,NP,0,0,n,n#
ea-byApAre	ea-byApAre,NP,0,0,n,n#
sareChea	sareChea,NP,0,0,n,n#
anekakei	aneka,NV,acc,n,n#aneka,NP,sg,acc,n,n#aneka,NC,sg,acc,n,n#
TArAno	TArAno,NP,0,0,n,n#
||parasata	||parasata,NP,0,0,n,n#
sa~NgITike	sa~NgITike,NP,0,0,n,n#
biTiChelyiTira	biTiChelyiTira,NP,0,0,n,n#
resToreshana	resToreshana,NP,0,0,n,n#
ashokadAra	ashokadAra,NP,0,0,n,n#
nauTa~Nkia'a-ra	nauTa~Nkia'a-ra,NP,0,0,n,n#
hoTela-restorA.Nke	hoTela-restorA.Nke,NP,0,0,n,n#
naka-AuTea	naka-AuTea,NP,0,0,n,n#
ashokAdi	ashokAdi,NP,0,0,n,n#
bleYAra-saha	bleYAra-saha,NP,0,0,n,n#
lAhora-ghoShaNAra	lAhora-ghoShaNAra,NP,0,0,n,n#
bAireo.'	bAireo.',NP,0,0,n,n#
abhinnatAra	abhinnatA,NP,sg,gen,n,n#abhinnatA,NC,sg,gen,n,n#abhinnatA,NV,gen,n,n#
tAmila	tAmila,NP,sg,0,n,n#tAmila,NC,sg,0,n,n#tAmila,NV,0,n,n#
gAnakea'a'a-a-rikashA	gAnakea'a'a-a-rikashA,NP,0,0,n,n#
yashobantarAo	yashobantarAo,NP,0,0,n,n#
marasumia	marasumia,NP,0,0,n,n#
itiuti	itiuti,NP,0,0,n,n#
sa.nyogasetu	sa.nyogasetu,NP,0,0,n,n#
sheShana-birodhI	sheShana-birodhI,NP,0,0,n,n#
AdhAkaYalA	AdhAkaYalA,NP,0,0,n,n#
pillAikea	pillAikea,NP,0,0,n,n#
Teresa	Teresa,NP,0,0,n,n#
kUlodbhaba	kUlodbhaba,NP,0,0,n,n#
kurchira	kurchira,NP,0,0,n,n#
bibiYAnAra	bibiYAnA,NV,gen,n,n#bibiYAnA,NC,sg,gen,n,n#bibiYAnA,NP,sg,gen,n,n#
gaurIpure	gaurIpure,NP,0,0,n,n#
dAYItbe.'	dAYItbe.',NP,0,0,n,n#
AyasosiYeshana	AyasosiYeshana,NP,0,0,n,n#
parabrahmasbarUpinI	parabrahmasbarUpinI,NP,0,0,n,n#
spicha'a	spicha'a,NP,0,0,n,n#
malisAhebera	malisAhebera,NP,0,0,n,n#
iTabhATAguli	iTabhATAguli,NP,0,0,n,n#
la~NkApA.DAra	la~NkApA.DAra,NP,0,0,n,n#
mahiula	mahiula,NP,0,0,n,n#
tribeNIsa~Ngamera	tribeNIsa~Ngama,NC,sg,gen,n,n#tribeNIsa~Ngama,NP,sg,gen,n,n#tribeNIsa~Ngama,NV,gen,n,n#
kArpa	kArpa,NP,0,0,n,n#
kaneke	kane,NV,acc,n,n#kane,NC,sg,acc,n,n#kane,NP,sg,acc,n,n#
yAka'a-a-	yAka'a-a-,NP,0,0,n,n#
bRRihasparibAra	bRRihasparibAra,NP,0,0,n,n#
a~nchale.e	a~nchale.e,NP,0,0,n,n#
sebanana	sebanana,NP,0,0,n,n#
bA.NAdara-a-ei	bA.NAdara-a-ei,NP,0,0,n,n#
bAgerahATa	bAgerahATa,NP,0,0,n,n#
taila-shodhanAgAra	taila-shodhanAgAra,NP,0,0,n,n#
meshAmishite	meshAmishi,NC,sg,loc,n,n#meshAmishi,NV,loc,n,n#
mulAlio	mulAlio,NP,0,0,n,n#
arapADa	arapADa,NP,0,0,n,n#
suparipakka	suparipakka,NP,0,0,n,n#
bhAgyabAna.	bhAgyabAna.,NP,0,0,n,n#
kataTAa	kataTAa,NP,0,0,n,n#
basatio	basati,NC,0,0,n,n#basati,NV,0,n,n#basati,NP,0,0,n,n#
baDigArDake	baDigArDake,NP,0,0,n,n#
AgAmibaChara	AgAmibaChara,NP,0,0,n,n#
bA.NdhaDi	bA.NdhaDi,NP,0,0,n,n#
Delre	Delre,NP,0,0,n,n#
granthachitraNake	granthachitraNake,NP,0,0,n,n#
phU~Na	phU~Na,NP,0,0,n,n#
pAipalAinai	pAipalAinai,NP,0,0,n,n#
.NbaÕshIbadana	.NbaÕshIbadana,NP,0,0,n,n#
ghATatiTAke	ghATati,NC,sg,acc,y,n#ghATati,NV,acc,y,n#
shUTi°o	shUTi°o,NP,0,0,n,n#
jIba-janturA	jIba-janturA,NP,0,0,n,n#
inaDora-AiTaDora	inaDora-AiTaDora,NP,0,0,n,n#
Aa'a-TA	Aa'a-TA,NP,0,0,n,n#
letharu	letharu,NP,0,0,n,n#
indriYasbabhAbaka	indriYasbabhAbaka,NP,0,0,n,n#
kiraNamaYera	kiraNamaYera,NP,0,0,n,n#
sarbakAkubisheyabit	sarbakAkubisheyabit,NP,0,0,n,n#
kau.NsulirA	kau.Nsuli,NP,pl,0,n,n#kau.Nsuli,NC,pl,0,n,n#kau.Nsuli,NV,0,n,n#
polo	polo,NV,0,n,n#polo,NP,sg,0,n,n#polo,NC,sg,0,n,n#
rAmagirira	rAmagirira,NP,0,0,n,n#
nAa-haoYAteo	nAa-haoYAteo,NP,0,0,n,n#
reDia-Tua-uYyAra	reDia-Tua-uYyAra,NP,0,0,n,n#
rbyANDasa	rbyANDasa,NP,0,0,n,n#
misharatAttbika	misharatAttbika,NP,0,0,n,n#
soYAna	soYAna,NP,0,0,n,n#
ChAnAro	ChAnAro,NP,0,0,n,n#
nikale	nekA,VM,2,pst,sim,dcl,fin,n,n,n#nekA,VAUX,2,pst,sim,dcl,fin,n,n,n#
tApaTA	tApa,NC,sg,0,y,n#tApa,NV,0,y,n#
koDiYAka	koDiYAka,NP,0,0,n,n#
ArTikela	ArTikela,NP,0,0,n,n#
arthanItibiderAo	arthanItibiderAo,NP,0,0,n,n#
nema-era	nema-era,NP,0,0,n,n#
aTTAlikAke	aTTAlikA,NV,acc,n,n#aTTAlikA,NC,sg,acc,n,n#aTTAlikA,NP,sg,acc,n,n#
mulAkAta'a-era	mulAkAta'a-era,NP,0,0,n,n#
etadbArAa	etadbArAa,NP,0,0,n,n#
bartamAna'a-era	bartamAna'a-era,NP,0,0,n,n#
bimAnabande	bimAnabande,NP,0,0,n,n#
dhAraNAri	dhAraNAri,NP,0,0,n,n#
gyA.na-liDAra	gyA.na-liDAra,NP,0,0,n,n#
pAlamalAina	pAlamalAina,NP,0,0,n,n#
jigasa	jigasa,NP,0,0,n,n#
AbbAjAna-AmmAke	AbbAjAna-AmmAke,NP,0,0,n,n#
ghuchaleo	ghuchaleo,NP,0,0,n,n#
kA.NthAra	kA.NthA,NP,sg,gen,n,n#kA.NthA,NV,gen,n,n#kA.NthA,NC,sg,gen,n,n#
biShNupura-	biShNupura-,NP,0,0,n,n#
hitaiShI	hitaiShI,NP,0,0,n,n#
brAhmaNashUdra	brAhmaNashUdra,NP,0,0,n,n#
gArDa-e	gArDa-e,NP,0,0,n,n#
jA.Ntilaoma	jA.Ntilaoma,NP,0,0,n,n#
prANIa-pAlane	prANIa-pAlane,NP,0,0,n,n#
j~naNodaYa	j~naNodaYa,NP,0,0,n,n#
mArkeTa'a-e	mArkeTa'a-e,NP,0,0,n,n#
lShmIratana-rA	lShmIratana-rA,NP,0,0,n,n#
kAjala-jaYantera	kAjala-jaYantera,NP,0,0,n,n#
kA.Npalei	kA.Npalei,NP,0,0,n,n#
